"B0 AOI1";;;;;;;;;;
"Index [1]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"Sigma_X [mm]";"Sigma_Y [mm]";"Sigma_Z [mm]";"sigma [pixel]"
108;-378,1942138671875;136,45712280273438;41009,19140625;590,246337890625;-638,1881103515625;93,59637451171875;0,5232987999916077;0,1735919862985611;0,14877410233020782;0,008114870637655258
109;-378,1942138671875;136,45712280273438;41009,19140625;621,3619995117188;-656,9132080078125;98,03363037109375;0,521894097328186;0,17185324430465698;0,14797881245613098;0,008039169013500214
110;-378,1942138671875;136,45712280273438;41009,19140625;587,6217651367188;-668,4330444335938;93,13709259033203;0,5312193632125854;0,17473779618740082;0,15029999613761902;0,008230733685195446
111;-378,1942138671875;136,45712280273438;41009,19140625;570,8015747070312;-703,9609985351562;92,21459197998047;0,5299035906791687;0,1768212765455246;0,14972466230392456;0,008204691112041473
112;-378,1942138671875;136,45712280273438;41009,19140625;463,6782531738281;-686,5106201171875;77,11245727539062;0,5442920327186584;0,1835390031337738;0,15360704064369202;0,008534003049135208
113;-378,1942138671875;136,45712280273438;41009,19140625;417,74127197265625;-715,1040649414062;71,47099304199219;0,5481078028678894;0,18303464353084564;0,15433290600776672;0,00857474748045206
114;-378,1942138671875;136,45712280273438;41009,19140625;472,8468017578125;-753,2647094726562;80,0549545288086;0,541408360004425;0,18068857491016388;0,1521601676940918;0,008383158594369888
115;-378,1942138671875;136,45712280273438;41009,19140625;426,2311706542969;-769,8663940429688;74,50139617919922;0,5469769239425659;0,1800607144832611;0,15339551866054535;0,008455891162157059
116;-378,1942138671875;136,45712280273438;41009,19140625;371,1105651855469;-788,2112426757812;67,0935287475586;0,5578754544258118;0,18780846893787384;0,1564123034477234;0,008712171576917171
117;-378,1942138671875;136,45712280273438;41009,19140625;378,7106018066406;-812,2943115234375;69,74337768554688;0,5555357933044434;0,18838901817798615;0,1556043177843094;0,00863117165863514
118;-378,1942138671875;136,45712280273438;41009,19140625;326,5679016113281;-822,9677734375;62,69937515258789;0,5605473518371582;0,18688035011291504;0,15672993659973145;0,008688568137586117
119;-378,1942138671875;136,45712280273438;41009,19140625;389,1914978027344;-862,0372314453125;71,9608383178711;0,5617876052856445;0,1858089417219162;0,15685546398162842;0,008663933724164963
120;-378,1942138671875;136,45712280273438;41009,19140625;317,6888732910156;-848,0975952148438;61,548240661621094;0,5649998784065247;0,18638621270656586;0,1576499193906784;0,008700571954250336
121;-378,1942138671875;136,45712280273438;41009,19140625;351,7696533203125;-875,48828125;65,8777084350586;0,5752268433570862;0,19018778204917908;0,16042202711105347;0,00889460276812315
122;-378,1942138671875;136,45712280273438;41009,19140625;380,35687255859375;-871,6995849609375;69,49071502685547;0,5738970637321472;0,18668265640735626;0,1598946750164032;0,008799143135547638
123;-378,1942138671875;136,45712280273438;41009,19140625;354,2104187011719;-883,7380981445312;66,05084228515625;0,5663110613822937;0,18476328253746033;0,1577913761138916;0,008601226843893528
124;-378,1942138671875;136,45712280273438;41009,19140625;347,32867431640625;-885,3991088867188;65,6258773803711;0,5656179785728455;0,1785660684108734;0,1574583351612091;0,008489377796649933
125;-378,1942138671875;136,45712280273438;41009,19140625;259,88470458984375;-892,2113037109375;54,623348236083984;0,551895797252655;0,17109857499599457;0,15365532040596008;0,008119233883917332
126;-378,1942138671875;136,45712280273438;41009,19140625;335,0776672363281;-953,754638671875;65,82760620117188;0,544823169708252;0,17174720764160156;0,15181809663772583;0,007955378852784634
127;-378,1942138671875;136,45712280273438;41009,19140625;309,6787109375;-964,936767578125;62,58846664428711;0,5552452802658081;0,16908591985702515;0,15474443137645721;0,008082684129476547
128;-378,1942138671875;136,45712280273438;41009,19140625;334,0180969238281;-967,538330078125;65,20069885253906;0,5418272018432617;0,16913744807243347;0,15123724937438965;0,007802347186952829
129;-378,1942138671875;136,45712280273438;41009,19140625;349,1988220214844;-938,7450561523438;65,90751647949219;0,5605763792991638;0,1739063262939453;0,15664580464363098;0,008171715773642063
130;-378,1942138671875;136,45712280273438;41009,19140625;302,2208557128906;-892,3673706054688;58,398067474365234;0,5662270188331604;0,18056003749370575;0,1585388332605362;0,008315915241837502
131;-378,1942138671875;136,45712280273438;41009,19140625;416,4698181152344;-917,5899658203125;73,85395050048828;0,5643882155418396;0,17631258070468903;0,1581970900297165;0,008198260329663754
132;-378,1942138671875;136,45712280273438;41009,19140625;330,81597900390625;-862,33642578125;60,71390914916992;0,5551334023475647;0,17733430862426758;0,15595123171806335;0,008003748022019863
133;-378,1942138671875;136,45712280273438;41009,19140625;317,2070617675781;-855,7122192382812;59,18400573730469;0,5660433173179626;0,1840115636587143;0,15934550762176514;0,00823674350976944
134;-378,1942138671875;136,45712280273438;41009,19140625;290,064697265625;-846,1934814453125;55,1535758972168;0,545300304889679;0,17312851548194885;0,1538272351026535;0,007710778620094061
135;-378,1942138671875;136,45712280273438;41009,19140625;350,5638427734375;-848,35791015625;63,17924118041992;0,5579699873924255;0,17939241230487823;0,15773262083530426;0,007974988780915737
136;-378,1942138671875;136,45712280273438;41009,19140625;311,0310363769531;-833,2886962890625;57,7360725402832;0,547193169593811;0,1741647720336914;0,15508487820625305;0,007691260427236557
