"B0 AOI1";;;;;;;;;;
"Index [1]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"Sigma_X [mm]";"Sigma_Y [mm]";"Sigma_Z [mm]";"sigma [pixel]"
108;-356,1358642578125;96,00934600830078;40729,83203125;649,6732177734375;-542,8575439453125;94,148193359375;0,5012564063072205;0,16531126201152802;0,14535626769065857;0,007685903459787369
109;-356,1358642578125;96,00934600830078;40729,83203125;679,1341552734375;-563,1409301757812;98,36573791503906;0,5057029724121094;0,16737917065620422;0,1463097482919693;0,007775211241096258
110;-356,1358642578125;96,00934600830078;40729,83203125;641,0394287109375;-575,3931884765625;93,47626495361328;0,5173564553260803;0,17366905510425568;0,149424210190773;0,008053055964410305
111;-356,1358642578125;96,00934600830078;40729,83203125;630,5792236328125;-611,8197021484375;92,72298431396484;0,5240213871002197;0,1771651953458786;0,15106187760829926;0,008191773667931557
112;-356,1358642578125;96,00934600830078;40729,83203125;523,3275756835938;-593,2485961914062;77,9330062866211;0,5204175710678101;0,174458310008049;0,1497129648923874;0,008069384843111038
113;-356,1358642578125;96,00934600830078;40729,83203125;479,6649169921875;-616,3482666015625;72,44522857666016;0,515878438949585;0,1687960922718048;0,14801372587680817;0,007892097346484661
114;-356,1358642578125;96,00934600830078;40729,83203125;540,3766479492188;-644,0873413085938;81,0844955444336;0,5264183282852173;0,17907489836215973;0,15095371007919312;0,008162599056959152
115;-356,1358642578125;96,00934600830078;40729,83203125;501,7814025878906;-650,3497314453125;75,98499298095703;0,5471948385238647;0,18605861067771912;0,15666621923446655;0,008612139150500298
116;-356,1358642578125;96,00934600830078;40729,83203125;449,9831848144531;-657,728759765625;68,92893981933594;0,5437491536140442;0,18486574292182922;0,15546655654907227;0,00850049126893282
117;-356,1358642578125;96,00934600830078;40729,83203125;468,33697509765625;-670,8661499023438;71,77281951904297;0,5377079844474792;0,18012143671512604;0,15344931185245514;0,008306311443448067
118;-356,1358642578125;96,00934600830078;40729,83203125;418,59576416015625;-675,8869018554688;65,15828704833984;0,5416135787963867;0,1807985007762909;0,15438491106033325;0,008358963765203953
119;-356,1358642578125;96,00934600830078;40729,83203125;484,6729431152344;-711,2349243164062;74,15811920166016;0,5361567139625549;0,17634639143943787;0,15258242189884186;0,008173945359885693
120;-356,1358642578125;96,00934600830078;40729,83203125;410,5686340332031;-697,0677490234375;64,1830062866211;0,5495830774307251;0,1812993884086609;0,15632396936416626;0,008452804759144783
121;-356,1358642578125;96,00934600830078;40729,83203125;438,114990234375;-724,2501220703125;68,49493408203125;0,52886962890625;0,17059564590454102;0,15023069083690643;0,007911000400781631
122;-356,1358642578125;96,00934600830078;40729,83203125;467,2480773925781;-721,0652465820312;72,1328125;0,5450416803359985;0,1766761839389801;0,15477819740772247;0,008249613456428051
123;-356,1358642578125;96,00934600830078;40729,83203125;444,0279541015625;-726,9171752929688;68,80836486816406;0,5376471281051636;0,17207294702529907;0,15260709822177887;0,008028991520404816
124;-356,1358642578125;96,00934600830078;40729,83203125;443,19293212890625;-723,8504638671875;68,7768325805664;0,5417373180389404;0,17496195435523987;0,15381014347076416;0,008101500570774078
125;-356,1358642578125;96,00934600830078;40729,83203125;363,03912353515625;-724,0858154296875;57,864681243896484;0,5475736260414124;0,17025315761566162;0,15539613366127014;0,008132067508995533
126;-356,1358642578125;96,00934600830078;40729,83203125;441,033203125;-774,931640625;69,38507080078125;0,5391117930412292;0,16889692842960358;0,15306659042835236;0,007922149263322353
127;-356,1358642578125;96,00934600830078;40729,83203125;417,2048034667969;-785,94482421875;66,38632202148438;0,5254611372947693;0,16360081732273102;0,14928685128688812;0,007573356851935387
128;-356,1358642578125;96,00934600830078;40729,83203125;436,5685119628906;-794,9979858398438;68,84388732910156;0,5285528302192688;0,15996471047401428;0,15022334456443787;0,007554383482784033
129;-356,1358642578125;96,00934600830078;40729,83203125;441,5458068847656;-776,5433959960938;69,11444854736328;0,5335320234298706;0,1691383421421051;0,15192008018493652;0,007716783322393894
130;-356,1358642578125;96,00934600830078;40729,83203125;385,181640625;-747,7904663085938;61,00463104248047;0,527076244354248;0,16484040021896362;0,15026432275772095;0,007521050050854683
131;-356,1358642578125;96,00934600830078;40729,83203125;492,1194152832031;-784,8030395507812;75,79719543457031;0,5341126918792725;0,16940107941627502;0,15248233079910278;0,007661192212253809
132;-356,1358642578125;96,00934600830078;40729,83203125;396,443115234375;-742,0421142578125;62,54106903076172;0,5404911637306213;0,17290489375591278;0,15460345149040222;0,007788991555571556
133;-356,1358642578125;96,00934600830078;40729,83203125;384,93072509765625;-739,87939453125;60,8529167175293;0,5470990538597107;0,1733243316411972;0,15676936507225037;0,007890160195529461
134;-356,1358642578125;96,00934600830078;40729,83203125;357,55596923828125;-727,1132202148438;57,189422607421875;0,5489693880081177;0,17245317995548248;0,15762363374233246;0,007887535728514194
135;-356,1358642578125;96,00934600830078;40729,83203125;416,8092956542969;-726,0652465820312;64,78575897216797;0,5342016816139221;0,16961005330085754;0,15369167923927307;0,007540686521679163
